Question;Response;Author ID;Predicted Category
Well, one aspect of being a writer, I suppose, is that other people gain control of your myth. But this, in a way, recalls the fact that everyone has to live with that. You have a name, but the name is nothing having lent it, other people have called you by that name, and you don’t pronounce your name, other people do. You know, myself, a couple of years ago, I realised that I was no longer sure how my first name should be pronounced. It’s an English name, it comes from my grandmother, and my father used it with an English pronunciation, just like you do. But living in Sweden all my life, the pronunciation’s gradually been corrupted, and now people in the literary world usually say it in quite a different way, and there are three or four pronunciations of it, and when asked myself which is the correct one, I have no answer. Because I never use the name myself. Then I happened to come upon a passage in the letters that you published the other year, between father and son, which is the letters between yourself and your family, and there in a letter to Kamla, it’s your sister I understand, from 1952, you say like this. Let me quote: ‘Everybody calls me Vidiadhar. Disgusting name, and even I have got into the habit of calling myself that way.’ How do you feel today?;"Well, I was attracted to the long name. Vidiadhar. It is a Sanskrit compound word and it’s very simple. The word vidia has the same root as the word video, to see, from which we get everything, video, vision, everything, vista. So it means the bearer of wisdom. And I cherished it, you see, it was given to me, by my father, and at one time it was my only possession. It was my name as a child, so when it was shortened, I really felt I had debased it a little bit, yes. That was probably what was meant there. But now I have to live with that.
I suppose you have.
V. S. Naipaul: There’s a little question for me. There’s some talk of having a library with my name, and I am wondering what name I should give it. And I would very much like the full name, rather than this easy abbreviation. But I’ve thought about it like that. The name was important to me, and you know, one doesn’t wish to talk too much about things like this in this way, but there was a man I met, in India, who was a fan of my work, and to my great surprise he came to see me last year, an elderly man, of course, and then he turned up in Chicago to a reading I was giving and brought his daughter. He’d given his grandson my name, so this sort of magic was going on. He gave it as a kind of magic. So, it’s magical, magical.
But your comfort must be that whatever people will call you, your books will always retain your full name. That’s how it’s going to be preserved.
V. S. Naipaul: It will be preserved like that, yes, good.";924;Personal Characteristics
I wonder which factors have been of greatest importance for your career?;I was very fortunate to have been in the right environment and the right place at the right time, to have met the right teachers, and it started in elementary school, it went to the gymnasium I had wonderful teachers, in medical school I had wonderful inspiring teachers who always ask questions and stimulated us to think about things that weren’t known and so I was … When I did my medical doctorate I realised that many diseases are treated symptomatically and not in a causative manner and so I was very interested in learning more about diseases, the cause for diseases, this is why I went into research. I was very fortunate to meet George Palade who won the Nobel Prize in 1974, was a very stimulating man who shaped my career. So it was being in the right place at the right time and using the chances and the opportunities properly.;561;Career Development
And how important do you think the mentorship is?;Mentorship is very important because you have to learn how to formulate an idea out of the chaos of data that there is and out of the hints that there are that there may be a concept that you could distil out of this tremendous chaos of data and to integrate it into a new idea and that is something you have to learn.;561;Mentors(Role Models)
What comprises a good mentor?;A good mentor is a person who is not overpowering but is gently stimulating you and is opening up, helping you to open up a new world of ideas and that is what a good mentor is and who is passionate about what he or she is doing.  That’s the most important thing, to be passionate, to be really involved in what you want to do.;561;Mentors(Role Models)
How come you decided to leave Germany and move to the United States?;I left Germany in 1962 and at that time Germany was still recovering from war and there were not too many research institutes available at that time and the opportunities were much more impressive in the United States, and I also wanted to have an American experience, I wanted to learn English, I wanted to be exposed to the American way of doing research and so this is why I went to the United States. Not with the intention to stay but actually to stay there maybe for one or two years and then come back to Germany but then I, for many reasons, I continued to stay there and I’m still there.;561;Environment
Your work at Rockefeller University, there are many Nobel Laureates at that university. How does that come, what’s so specific or so special about Rockefeller University?;It is a fairly small place so that people know each other and you really … The administration of the place is not intrusive so that you have time to think about your research 24 hours a day. There’s only 150 students, graduate students and they’re very, very good graduate students with whom we interact on a more personal basis, there are something like 300 faculty and 150 students so the ratio is quite impressive and we know each other very well because it is a small place and we have time to think about research 24 hours a day, as I already said.;561;Environment
Is it possible to create a creative environment?;It’s very difficult to do that, even at Rockefeller you have to constantly recreate this environment and the environment of course changes, it’s not something which is taken for granted. Another thing that Rockefeller is unique is it doesn’t have departments, it doesn’t have departmental boundaries so that you can create new disciplines by intermingling new ideas and you create just a new department or a new laboratory. You don’t have laboratories at the Department of Biochemistry, you can call your laboratory anything you want to, Laboratory of Cellular Biophysics for instance, if you were very interested in biophysics, you can also change the name again if you want to if you want to pursue something else and that gives you great flexibility.;561;Environment
What would you … if I considered to go into medical research, what do you suggest that I should think of?;"Now that the sequence of human DNA will be done within a short time, you will have a vast amount of information, we will have the Rosetta stone of human biology at least and that will give tremendous new opportunities for all disciplines, be it neurobiology, be it cell biology, be it pharmacology, immunology, everybody … All of the disciplines will benefit from this tremendous amount of information which is coming but now we need people who can digest this information and can distil it out into new concepts.
We have to learn how proteins work in the context of a cell and in the context of the organism. Just to give you an example, in E. coli we know, in the bacterium, we know the sequence for some time but we still don’t know what 50 percent of the proteins are doing in E. coli and E. coli is a much simpler organism than a human cell. So this is going to be a great challenge for your generation to really teach us what are all these proteins doing and how are they doing it in the context of a cell, not only of a cell but the entire organism.
And look for a good mentor.
Gunter Blobel: Look for a good mentor, somebody who’s passionate, somebody who really loves science and forgets about everything else, for the moment at least.
And how important is the environment?
Gunter Blobel: So the environment is very important, that you really can focus and concentrate on science and you’re not distracted by too many other things, teaching is very important but we do not have to teach undergraduates which saves us a lot of time.";561;Advice  for young scientists
Let’s shift to something else. There are three key words in the will of Alfred Nobel. One is that the name of the prize is “Physiology or Medicine”, it’s not medicine which is physiology or medicine is a much broader field. The second thing is that the prize should be awarded for a discovery and it should be of greatest benefit to mankind. Of course the impact of these key words is consistently being discussed by the Nobel Assembly, but it is also now and then brought up in editorials in scientific journals. I don’t want you to judge the work that has been done by the Nobel Assembly but I would like you to put your work into these contexts in terms of discovery, in terms of benefit on mankind and physiology or medicine.;"Well, first physiology or medicine. What we have worked on is the very basic aspect of how cells work, not a human cell only, but also all animal cells, plant cells even bacteria and all. Cell is a unit of life and how does it deal with organising itself. It is not just a mail to send something to this or this address but it is … because it also deals with how membranes are put together, it really deals with the structural organisation of a cell, how does it organise itself into the various compartments and how does it maintain this organisation and that is a very fundamental aspect about how all cells work. Now the medical benefits of that is that we for instance in the production of proteins that, let’s take insulin, which was formerly gotten from slaughterhouses and was extracted, can now be made in bacteria and you can use a zip code to get the insulin out of the bacteria and then can separate it from bacteria much easier.
… this is just what we have studied so far, it’s just the tip of the iceberg …
And there’s not only the insulin, there are many growth factors like erythropoietin of which last year $2 billion were sold alone, important for people who suffer anaemia due to kidney failure and dialysis patients in particular so there is a huge market of medicines which has been developed which is in part, in part based on the discoveries which were made and there will be many more. It will be very important in the understanding of diseases; we already know that some diseases are caused by miss-targeting of proteins or by improper traffic patterns in the proteins so this is just what we have studied so far, it’s just the tip of the iceberg, there will be many, many other diseases that will have as a cause irregular traffic patterns or inability of the cell to organise itself properly.";561;Meaning(Values) of Work
So the benefit so far has mainly been to increase our knowledge but the benefit in terms of applications to treat the diseases will come later on?;"In a way it, you know, the fact that you can now make recombinant proteins in bacteria and in yeast and you will be able to make many, not just insulin and erythropoietin, many other gross factors and you can easily purify it, you can make it in large quantities as a huge quantum term. The fact that you had to previously go and isolate them from slaughterhouse animals like this contamination, is a huge jump forward which will help all of medicine. Now it’s not only based on my discoveries obviously, it’s based on the fact that you can make recombinant DNA and that you can express recombinant DNA and bacteria and so on but we have learned how to get the protein out of the cell and therefore we can purify it much easier. That is a very, from a practical point of view.
I had lunch at Upjohn Pharmacia and they’re producing growth hormone and this is half a billion dollars’ worth of growth hormone that is being produced in bacteria, right, and they are making now factor VIII or they have already made factor VIII which is on the market which something to do with blood clotting and so therefore a large number, a whole repertoire of proteins will be produced in this way. You will, you may be able to engineer cells and to get certain proteins into certain organisms and make them more efficient and that may be very important for cell therapy in the future so there will be future benefits to come down the line as a result of understanding how the cell works.
But I would like to emphasise that we are far away from understanding the cell, I don’t like to give the impression that this now we understand the cell, we are very, very far away from understanding cells. We may never completely understand the cell, we may hit something like the uncertainty principle in physics where while we are trying to measure something in the cell we disturb something and therefore the measurement that we are getting is faulty. But we are not at that level yet, we still are trying to map out very basic functions of the cell and we will have to understand the entire repertoire of functions and what principles the cells use in order for instance to find out how is a normal cell distinct from a cancer cell, because at the moment we treat cancer cells and try to kill cancer cells but we don’t know the differences precisely and therefore we kill many normal cells too. So we have to learn about cells, cells is the unit, basic unit of life and we have to learn how they work and what we discovered is the common principle which works in all cells.";561;Creativity
You get very excited when you talk about this. Is excitement and curiosity the main driving force, why you have done all this?;I’ve always had fun, I mean I was, my entire research sort of was hypothesis driven therefore I always imagined how things would be and then some of my fantasies of course turned out to be wrong and one must not be wed to one’s fantasies, one must when data come which aren’t compatible with one’s fantasies, one must abandon them. There are beautiful hypothesis killed by ugly facts and so one has to, but one has to also pursue and see whether one can get evidence for or against it and it’s wonderful to take a phenomena and then think about them and then imagine how it could possibly work and then see whether one can provide some evidence for or against it.;561;Creativity
Yes, I wonder what consequence receiving the Nobel Prize have for your future.;I’ve noticed in this last eight weeks that a lot of people have asked me for my opinions and one thing I want to be very careful about, I don’t want to give opinions that are not based on facts, I don’t want to now discuss atomic disarmament and all sorts of other problems, societal problems, economic problems, other problems that we are afflicted with which I haven’t studied because I, also I like to hypothesise. In the end I would like to have facts and there are certain things that I would like to do, I would like to do things that interest me, like to do something for Dresden, I don’t want to go into the details why, I want to like to do something for understanding between people, peoples, I want to do something for humanity, I want to give something back of the wonderful education that I have received but I will more or less continue my research as long as I feel that I can do it.;561;Impact of the Nobel on you
Ferid Murad, welcome to this interview with Nobelprize.org. Could we begin by you telling us a little about how you became a scientist in the first place?;"Ferid Murad: Thank you, I’m pleased to be here. I had a knack as a youngster for mathematics and science, I really enjoyed it, starting in the third and fourth grade. I found that those classes were so much more fun and appealing than some of the other classes, the English classes and the government classes and so forth. Some of the science teachers I had along the way were very encouraging and that helped to have the mentors there at the right time. When I was about 10 years old, I thought I was going to go into medicine. How I decided that I don’t know. My parents had very little education but I’d recognised the importance of education because of them. I thought my first choice would be medicine and my second choice would be teaching, perhaps mathematics or chemistry and my third choice was pharmacia or pharmacology. I’ve found that those goals haven’t changed. I think it’s because I really enjoyed science and mathematics, I had a knack for it and I did very well with it.
The humanities in school were not quite as exciting to me but I did it. I learned how to memorise, I played mathematical games in my mind. I’d walk down the street and memorise licence plate numbers, things like that. I developed lists of random numbers and tried to learn them all and memorise them. It was great preparation for medical school but because of the knack in science, I thought that what I should do is go into medicine. I also, because of teachers, thought teaching was a possibility. One summer, I was interested in butterflies with a friend, I was a youngster and we were catching butterflies. I didn’t want to touch them with my fingers as I mounted them with pins in this cloth or frame that I constructed, so I went to the local pharmacist and asked them if I could have some cyanide, potassium cyanide and hydrochloric acid and he gave it to me, today that wouldn’t happen.
Those were the days.
Ferid Murad: But that got me interested in chemistry and I also was thinking about the possibility of pharmacia or pharmacology and in eight grade we were asked to write a paper, an essay about career choices: What do you want to be when you grow up? My first choice was medicine and my second was teaching, being a professor, and my third choice was a pharmacist or pharmacologist. I’ve become all three of those. I guess I knew what I wanted to do and I had goals and worked very hard for it, but what really influenced the whole process so much was the recognition, the encouragement from so many mentors, high school teachers, college teachers and certainly graduate school and medical school. When I decided, instead of going to medical school, to go into an MD PhD programme which was a brand new, spanking new programme in Cleveland, had just gotten started.
That was the programme that Earl Sutherland began.
Ferid Murad: Earl Sutherland began that programme in Cleveland in 1957, a couple of years after he went there as chairman of the pharmacology department. Earl was an MD who was a clinician in the army and subsequently went back to St Louis and trained with Carl Cori in biochemistry and got interested in glucagon metabolism and phosphorylase and then as a very young man, went to Cleveland as chairman of pharmacology. A couple of years later he hired a young assistant professor, Ted Rall who was a biochemist and Ted looked after his laboratory as Earl did his administrative things, as the departmental chair, but Earl had an incredible vision as a physician and as a scientist, he could put it all together. Ted had the skills of how to do that right experiment and make it work, he had the hands for the laboratory and he insisted on all kinds of controls, so I was fortunate to have worked with both of them.
Earl had this incredible vision about how biology should work or did work, and Ted taught me how to do the experiments so that you would believe your data. Ted would ask for so many controls that, as an MD PhD student I kept flipping back and forth between medical school and graduate school because it was not a federally funded programme at the time, it was all pieced together with some of Earl’s donations from some /- – -/ companies for his interests with glucagon with Lilly, a training grad that he had and his research grads. In order to get my stipend, I had to spend so many months a year in the graduate programme, otherwise I’d have to forfeit my stipend, so I was flipping back and forth between medical school and graduate school and that was exciting and the curriculum was quite unusual. It was the first school, not only to create the MD PhD programme because of Earl, but also to teach in a different fashion with the working systems, it was a very integrated approach to teaching. One lecture would be anatomy and the next would be physiology and the next would be biochemistry and the next would be clinical applications, so you learned how to put it all together very quickly. Having worked with both Earl and Ted, who were quite different and having this curriculum, I just got really turned on and when I decided to go into this programme, instead of going to medical school, my parents were rather disappointed.
I can imagine, because you were taking a step away from a traditional career.
Ferid Murad: My parents wanted me to become a doctor and go home and practice in a small town on the south side of Chicago, Whiting, Indiana, and I didn’t know what to say to them. I looked at them and I said, If I become a doctor and come home and practice, in my entire lifetime maybe I can help 2 or 3,000 people, but if I go into research and if I’m lucky and find something important, I’ll be able to help a lot more. They then understood it and it made sense to them. I really got turned on, both in medicine as well as laboratory, got married, had quite a few children, we had four children when we finished that seven-year programme …
… and you needed a job to pay for them.
Ferid Murad: … and I wasn’t ready for a job, I wanted some more training, so I decided to take an internship of residency and went to Mass General and that’s where I got to meet Mike and Joe and a lot of other wonderful people.";563;Motivation
Tell me about the beginning of Mike Brown and Joe Goldstein’s relationship, because you were there at the start.;"Joe came from Dallas, he had gone to medical school at South Western and Mike came from Pennsylvania, University of Pennsylvania, and they were both brilliant students. The whole group, there were only 12 interns in their class and I think all of us were the top one or two students in our classes, so we were all very bright people, but only a couple of us had experience in a laboratory. I was one, Tony Gotto was another with a PhD and the rest hadn’t had much experience in a laboratory, but that class turned out a lot of academicians and scientists, a stellar group: Tom Smith who became Head of Cardiology at the Brigham and Ed Scolnick who became President of Research at Merck and myself, it was really quite a group.Mike and Joe have had this extraordinary relationship of working so closely together for 35 years, did they recognise it immediately when they started?
Ferid Murad: No, I think they became friends initially, like we were all really good friends and colleagues. There wasn’t much free time in this process, we worked 100 hours a week and whenever you had a little bit of free time, we’d go to somebody’s house for a party. We’d steal some lab alcohol and make some punch and that was entertainment for a weekend. I think their relationship grew when they got to NIH. They worked in different laboratories, but I think their relationship was fostered and promoted. Then what happened was that Mike, after NIH, went to Dallas to do a fellowship in gastroenterology with Dan Foster, I believe, and Mike went to Seattle to do a fellowship in genetics.
Yes, Joe went to Dallas and Mike went to Seattle.
Ferid Murad: No, Mike was in Dallas and Joe went to Seattle.
Oh, really, okay.
Ferid Murad: Then Joe was recruited back to Dallas as a young faculty member and that’s when their collaboration began. It was probably, let me guess, I would say the early or mid-1970s, early 1970s probably. They were now both on the faculty, seeing each other and their relationship really took off, with genetic approaches lipid metabolism, that’s how it got fostered.";563;Creativity
Yes. One thing that you seem to emphasise when you talk about science is the amount of work that’s required and you just referred to 100 hour weeks. Is that something that came out of your background?;"Ferid Murad: My parents worked very hard, my father was an immigrant, he was an Albanian from Macedonia, he came to the US when he was young, 19. My mother he met later, she was American. Both came from very poor backgrounds, little or no education, they ended up in a family restaurant business, putting in long, long hours, 14-, 16-hour days. I grew up in that environment and although they had hadn’t had much education, they really encouraged their three sons and I was the oldest of three, to go on to school. If we were going to have a different lifestyle, we had to get an education and that was apparent and a lot of folks coming into the restaurant, this was a family restaurant where the workers and teachers and bankers were coming in for lunch, many of them became mentors and advisers and they kept encouraging me as well. My parents gave me an awful lot of freedom, they told me how important education was, I recognised how important it was and if I was going to have a lifestyle different than theirs, I had to have an education, but I saw the work ethic that was necessary to accomplish what you wanted to do. I was a bright kid, I had a pretty decent IQ I think, but I’m not brilliant and I made up for it with a lot of extra hard work and I think you can do that, so I’ve always, I think my whole life, worked 70, 80, 90, 100 hours a week. I still work 70, 80 hours a week.
That’s a message worth spreading.
Ferid Murad: You do it if you enjoy it, it’s not painful to do it, it’s fun to do it. It’s fun to go to work and solve problems.";563;Creativity
Another thing I think you stressed in some of your writings was the need for competition, the importance of competition.;"Ferid Murad: I think competition is important. I competed with my brothers, I competed with classmates in school, it was fun, we had a great time. One of my best friends I met in kindergarten, we’ve known each other ever since, he became an aeronautical engineer, he was on some of the projects with Boeing that built the Stealth Bomber, very talented aeronautical engineer. I went the medicine route but when we see each other, in the past we would compete with chess or we would compete with whatever and we still compete, but it’s fun.
Okay.
Ferid Murad: I say competition is very healthy, it motivates you, it drives you. It’s got to be friendly competition, it can’t be horribly aggressive competition, but it’s most fun when you win.
Yes, that’s true. I suppose that it’s a fine line to tread between friendly competition and unfriendly competition.
Ferid Murad: Correct.";563;Creativity
When you think of mentorship, what characterises a good mentor?;"Ferid Murad: It’s like raising a family, you want to encourage your trainees or children, you want to provide everything they need, the resources, the space, the equipment, ideas, but you expect them to contribute as well and what I enjoy is having, not arguments but discussions about my ideas versus theirs. I want them to be open and straightforward and tell me what’s on their mind, tell me when I’m wrong and I’ll do the same with them and that’s an interesting interaction and dialogue. There are lots of educationaI systems that don’t work that way, where the trainees feel suppressed, afraid to test the boss, ask questions and I think that’s wrong, that inhibits creativity, I think.
I suppose classically, medical training fits into that.
Ferid Murad: Exactly.";563;Mentors(Role Models)
When you recruit students to work in your lab, what do you look for in them?;Ferid Murad: I have a lot of international students. Of the 130 or so trainees I’ve had, probably ⅔, ¾ are foreign, from all over the world and the others are American, I mix them up. The trainees have backgrounds in genetics, molecular biology, biochemistry, pharmacology, physiology, cell biology and I put them all together and they all teach each other something. They end up collaborating. They all have their separate projects and when they come to start working in the laboratory, I offer my ideas but I want them to meet everybody and come back with some of their own ideas and they will settle in on a project. They each have a project to work on, but all of the projects intermingle and overlap to some extent, resulting in collaborations and assistance from other people in the laboratory, so they’re all learning something. I learn a lot.;563;Competencies
How do you organise a lab where people are working on different projects, with different skill sets and yet you need them to interact?;Ferid Murad: We have lots of meetings, lab meetings weekly, where three or four of them will present their work over the last month or so, so over the course of a month, basically everybody has an opportunity to present what they’re doing. It’s an opportunity for others to see what they’re doing, learn about new techniques and ideas, opportunities to collaborate. I’m there to orchestrate, I’m there to provide the resources, test some of the ideas, offer ideas but not inhibit experimentation. I never ever tell a person not to do the experiment, I say if that’s important for you and interesting enough for you, you do it, even if it means doing it on your own time, you do it. I think it’s good and healthy for a trainee to discover something themselves and when they do, they really get into it, they really have ownership of that.;563;Environment
We’re a bit jumping out of temporal sequence, but when you found yourself in industry in the 1980s and 1990s, were you able to apply the same principles to allowing people to do their own experiments?;My laboratory, when I went to industry, was different than the other laboratories. It’s only because I went into the industry in a very senior position, with a lot of authority and a lot of resources and they weren’t hiring me to run a laboratory. They were hiring me to be an executive to run RND, but I said, If I’m coming into industry, the only way I will come is with my own laboratory, post-docs and grads, because I want to continue doing my own thing in the midst of all of this. They agreed to that, they didn’t want to lose me as a candidate, but once I got in the system, then they said, You’re really an executive, why are you running this laboratory? I said, I’m running the laboratory because I love it and how can I manage research if I don’t do it myself? You have to be able to do it and you have to be an example. I’ve always thought that, as an administrator – and I’ve become more and more of an administrator over the years – that I have to do better and more research and more funding than anybody else to be a leader. If I can’t do that, I shouldn’t be a leader, so I work very hard at it.;563;Research
Were you able to have any influence over the way that Abbott [Laboratories], as a whole, did its research?;"I influenced a lot of projects. I terminated some that I didn’t think were going to be successful. It’s very difficult to do that, you have to do it slowly and it’s not easy and created a lot of new projects. I think I was having a lot of fun at Abbott, learning an awful lot about the pharmaceutical industry, about toxicology and formulation and marketing and acquiring a lot of skills, that I hadn’t had from academics, but what disturbed me was my senior managers. There were about three people above me in the company, were marketing sales types, they were not scientists and their philosophy and notion about science was quite different. They thought that you could open the spicket and turn it off at will, they didn’t realise that you had to have a programme going on for some five or ten or 15 years sometimes before you saw a product come out of it and that you couldn’t just stop it all of a sudden for fear that you’d chase off a lot of talented scientists. I was also concerned that their investments in RND were not sufficient compared to their investments in sales and marketing. The sales marketing budgets were twice the RND budgets and that didn’t make sense to me for a technology-based company.
Is that still the case?
Ferid Murad: Yes, it is, in fact it’s getting worse and I think that’s why the pipeline in large multinationals is drying up.";563;Creativity
We’ll return to that theme in a little while. I wanted to focus on the discovery that in particular led to the award of the Nobel Prize, together with Robert Furchgott and Louis Ignarro in 1998. You found that nitroglycerin, which had been around for 100 years and used to relieve chest pain and angina, works by the release of nitric oxide which is an unusual signalling molecule because it’s a gas and the question that seems to be begging is how come nobody had found this for 100 years?;"If you went looking for a gas or a free radical as a messenger, it would be an impossible project and the way we discovered it was really through the back door, through another avenue. I grew up in Cleveland working with Sutherland and Rall, interested in cyclic AMP. How do hormones regulate cyclic AMP and what are the biological effects of cyclic AMP to regulate glycogen metabolism, fat metabolism etc?
Cyclic AMP being the first second messenger.
Ferid Murad: The first intra-cellular second messenger and then in the mid-1960s, cyclic GMP was discovered by some chemist. I kept an eye on the field because I was intrigued with that notion of another messenger molecule and over the next few years, a couple of messengers started popping up. Calcium came along, prostaglandins were looking promising, diacylglycerol was looking promising, cyclic GMP started looking promising and when I left my training in NIH to go to my first faculty position at Virginia in 1970, I said, I’m going to switch from cyclic AMP to cyclic GMP. As a young faculty member, I saw a lot of activity in the field of cyclic AMP research, a lot of laboratories were now working with this. In 1971, Earl Sutherland got the Nobel Prize for that, so that attracted even more people and I didn’t want to compete with these big factories as a young faculty member. I thought there was a lot of high risk to that and I saw cyclic GMP as a new emerging field where I could take my information and ideas from the cyclic AMP field and work in another direction, so I made the switch to cyclic GMP. I wanted to figure out how hormones and drugs regulated cyclic GMP production and what are some of the biological effects of cyclic GMP, those were unknown at the time.
In our very first experiments we found that tissue extracts contained not just one enzyme to make cyclic GMP but at least a couple, a soluble activity and a particulate activity. With some biochemical studies we thought they were different isoforms, one had cooperativity with substrate, the other did not and I thought, wouldn’t it be interesting, whereas adenoid cyclase at the time appeared to be a single isoform in the membranes. We now know they’re mini-isoforms but in those days we thought there was just one and for guanylate cyclase, it’s cousin, to now have multiple isoforms. I thought wow, this is interesting, they’re different compartments in the cell, perhaps they are different hormones and mechanisms to regulate each of these enzymes. There will be different pools of cyclic GMP in the cell, perhaps with different functions and wouldn’t that be an interesting complicated problem to tackle? We went after it, it turned out hormones wouldn’t activate the enzyme in cell free preparations, which was one of our goals, we wanted to figure out how hormones worked, how did they couple to the cyclase regulation? They didn’t work in cell free systems and because we thought we had different isoforms, I thought maybe different hormones would work on each isoform differently. Ultimately we had to purify those isoforms and clone them and express them but that took a long time, that took 12 years probably, so I took a shortcut and threw in the kitchen sink. I knew that you can’t trust kinetic data in crude preparations room for a lot of artefacts. Our preparations had nucleotidases, phosphatases, phosphodiesterases, competing for substrate, competing for a product that we were measuring, so what we were seeing could have been spooky and erroneous…
Artefactual, yes.
Ferid Murad: I took a shortcut and made a cocktail of all sorts of inhibitors like you pull off the shelf, to inhibit nucleotidases, phosphatases, phosphodiesterases, pyrophosphrate, fluoride, azide, hydroxalamine, methylzanthines.
As you say, everything that was on the shelf.
Ferid Murad: Everything I thought would inhibit this pathway and re-examine the kinetics and accidentally found that some of these compounds activated the enzyme. Azide, hydroxalamine and sodium nitrate and that was an important lead. As a student, I recognised the importance of fluoride activation about doing cyclase. We had another small molecule in the cyclic AMP system, that turned out to be very valuable in understanding the role of adenoid cyclase regulation and the role of G proteins.
So you were pre-warned to look for small molecule activation.
Ferid Murad: Yes, there was a precedent for it and now we stumbled into another class of small molecules that did it with guanylate cyclase and I said, Maybe these will be hormone surrogates that are bypassing the system. Obviously the hormone receptor binding at the cell surface is not communicating to the cyclase. In a cell free preparation we’re missing something but these are activating, maybe they’ll help us figure out what we’re missing and that’s what led us in the nitric oxide, we took these compounds and we put them in the tissues and they raised cyclic GMP levels in lots of tissues, including smooth muscle. I thought cyclic GMP in smooth muscle would cause contraction. As a student I knew that cyclic AMP caused relaxation, I thought they would antagonise each other.
But no?
Ferid Murad: That’s not what we saw, they caused relaxation and once we saw that we said, What do other smooth muscle relaxants do? What does nitroglycerin do and what does nitroprusside do? We put them in and sure enough, they elevated cyclic GMP levels and I don’t mean intact cells but in broken cells. Now we ended up with a family of molecules that were capable of increasing cyclic GMP levels in intact cell cultures and slices and tissues, as well as activating the soluble isoform of guanylate cyclase. Then it became a mystery story for a couple of years. What is this intermediate, they’re all pro drugs and an important lead for us was the discovery that some tissues did not respond to azide. That’s because they possessed inhibitors and we purified those inhibitors and they were haemoglobin and myoglobin, so we knew that haem proteins could somehow interfere with the activation. We had a long list of we call nitro vasodilators, they were all nitrogen containing, some were nitrose, nitrosos, hydrazines, whatever. We said, Could the intermediate by nitric oxide? because in the literature, we found papers with a very high affinity of nitric oxide for the haem prosthetic group of these proteins …
Okay, so it was binding nitric oxide.
Ferid Murad: … and we said, Let’s see if it’s nitric oxide, and sure enough it was. That’s how we found it. It was accidental, some biochemical you know, rationalisation, serendipity, it happened that we had to have smooth muscle in the lab at the time.
Yes, many things coming together and above all, a preparedness to look at the data in a particular way.
Ferid Murad: We were approaching it from a very biochemical direction but I thought in a very meaningful, logical, sequential fashion. The big mystery is, how do we jump from all these nitro vasodilators, which we thought were pro drugs to the activator of G cyclase. We stumbled with it for a couple of years and then finally we realised there could be nitric oxide and made it and sure enough it worked.";563;Meaning(Values) of Work
